"","V1","V2"
"1998",504051.655342291,4928321.61808727
"1999",535547.515995807,4911170.83710147
"2000",515115.705907135,4923693.90983025
"2001",522744.877389786,4918176.3293271
"2002",507345.803003345,4914472.82490798
"2003",515817.706701633,4906264.72329756
"2004",514260.814052395,4934889.8557154
"2005",517239.774511495,4912806.65189716
"2006",511821.036800829,4912937.87000843
"2007",528570.496083065,4929000.11211316
"2008",495633.767995448,4939171.22861876
"2009",517418.037152209,4933035.02378092
"2010",473257.244080608,4933720.48568487
"2011",524659.403102223,4934942.53594469
"2012",525644.062218199,4915640.10217973
"2013",515673.958332373,4908521.51857661
"2014",496833.10368852,4925429.27622728
"2015",536500.403001918,4930507.15105472
"2016",499160.015201583,4933761.49664583
"2017",495709.772394493,4928985.04286065
"2018",534255.099793078,4903876.2822786
"2019",509030.413138744,4915516.16512329
"2020",469887.534180741,4928974.39183429
"2021",512133.95078861,4929262.40464684
"2022",514795.002550745,4918220.1825422
"2023",512474.622825899,4918057.25862204
"2024",506850.46263686,4933757.56698159
"2025",504899.240027914,4938692.96245759
"2026",521356.519769669,4910415.21148943
"2027",577701.219507296,4878791.04239233
"2028",573217.927424892,4884455.19708286
"2029",561898.233765433,4893709.7203865
"2030",571484.60910549,4892988.39715665
"2031",546779.795953575,4893404.95092135
"2032",555521.115886492,4896419.8806064
"2033",558468.150504571,4898558.40665899
"2034",566806.800750199,4898596.22055727
"2035",548611.86188421,4902975.23767086
"2036",550923.051536471,4899181.6743263
"2037",581428.146248479,4882935.18190004
"2038",544005.494800551,4898632.44817751
"2039",566943.752047068,4891269.0714934
"2040",545619.273391025,4896457.11256246
"2041",565690.083828952,4884408.99024777
"2042",574149.078406302,4881034.10283727
"2043",550589.090329057,4892901.51088485
"2044",543800.94884441,4908795.65479604
"2045",552816.751198786,4889754.72153166
"2046",583334.746573367,4881623.43621611
"2047",556408.576670702,4892505.1876752
"2048",566222.335282963,4879484.92204798
"2049",561181.047348462,4888590.1625924
"2050",559610.445883716,4884092.00003813
"2051",562390.14941405,4900311.57820976
"2052",574353.557217879,4889308.45967776
"2053",577731.111776971,4884614.2218148
"2054",554745.404071147,4906357.67793117
"2055",546495.880650446,4914030.06838714
"2056",555912.570456301,4887739.24872282
"2057",570751.913127415,4888120.51079246
"2058",559245.506583224,4904254.81859588
"2059",481788.004273805,5098094.02777066
"2060",484430.363731502,5063617.32539222
"2061",468432.233701426,5069206.94851061
"2062",489973.410504139,5077907.98838304
"2063",479347.146412568,5060355.08674676
"2064",483751.76519436,5069531.41259457
"2065",477274.850216619,5081676.67907267
"2066",481202.054637337,5077395.13866598
"2067",476367.642403563,5075573.8677485
"2068",484341.487490999,5084230.97653221
"2069",492115.453516353,5081732.00710364
"2070",481524.485351455,5060910.60014183
"2071",473269.845912916,5077352.42139726
"2072",477838.723296321,5073454.72423696
"2073",489668.580104228,5080754.27617348
"2074",480733.724682602,5070609.28275711
"2075",472040.866519612,5075377.87736569
"2076",475712.591160372,5074131.81681764
"2077",475698.09526411,5083675.73729017
"2078",477903.326731692,5091759.26261831
"2079",483909.436406194,5081604.08073415
"2080",479679.698451303,5088765.62715664
"2081",484351.750363567,5068155.42900702
"2082",491040.824182231,5087501.31479649
"2083",484965.425353406,5070074.91562862
"2084",487670.809134627,5050273.10282502
"2085",486968.591332283,5090479.87899046
"2087",489003.9324167,5059493.58335963
"2088",491612.546251229,5074759.19717871
"2089",473178.506807171,5080525.0540951
"2090",481040.184846431,5054609.50124508
"2091",487542.744580426,5062685.37137392
"2092",503558.514881264,5049017.35276457
"2093",486824.211084012,5065163.74787772
"2094",479058.166425589,5067820.54775796
"2095",477329.514681257,5084399.5030975
"2096",482528.929329839,5075123.85201612
"2097",479943.013040747,5056766.84615421
"2098",486692.264874571,5057251.28336839
"2099",481609.914780999,5086533.91840455
"2100",492201.909011182,5050864.79597895
"2101",481723.147683222,5081332.43005408
"2102",489182.567122079,5062510.03190524
"2103",474018.955535132,5087483.706134
"2104",489611.963302058,5066895.60549673
"2105",485273.005022454,5066572.5066921
"2106",484137.860226544,5060016.74262367
"2107",479283.554582255,5071839.44018748
"2108",497137.340178796,5055508.28570051
"2109",473750.701656326,5083713.43727412
"2110",494081.929217041,5078192.28916872
"2111",476426.127193884,5079158.67634723
"2112",474936.934938075,5068792.60810557
"2113",480078.195658431,5077706.43849239
"2114",484506.125852413,5092122.30019564
"2115",481855.182015195,5067408.01107647
"2116",489786.995493276,5083983.60942023
"2117",485890.062456793,5087820.63751675
"2118",484704.203965954,5086837.3072982
"2119",622975.679269088,5005733.92850177
"2120",623349.630021192,4991951.59281746
"2121",630263.385501369,5012109.08362169
"2122",644467.047647435,4979526.04178015
"2123",623160.684497416,5018456.16791621
"2124",671956.570826639,4985513.74889192
"2125",641998.603006818,5001128.4540789
"2126",625639.074288672,4995829.44983821
"2127",617021.84695143,5004704.45292468
"2128",636986.72771886,5011190.40681666
"2129",619276.897830708,5020640.68785476
"2130",651958.585310633,4979294.29798708
"2131",630576.219883264,5026473.27636028
"2132",638950.886058126,4988263.31153525
"2133",669236.392224313,4994724.49056341
"2134",646814.417922872,4984392.19787261
"2135",619821.366198234,5008510.46054553
"2136",670190.081733526,4981142.02388025
"2137",625878.682193057,4977490.77370539
"2138",632226.215981325,5029982.89094723
"2139",637910.296661906,5005833.18588649
"2140",661219.66408881,4988747.10338246
"2141",657186.626914834,4985009.34705468
"2142",619234.012995922,5003227.76708998
"2143",613955.826612459,4991600.48873047
"2144",629013.669187757,5005920.98528792
"2145",653259.696149163,4998453.03674984
"2146",641815.988844052,5013554.52835124
"2147",619413.839695285,4984838.0992601
"2148",651992.64457144,4988593.68970304
"2149",659012.883053325,4981342.26303005
"2150",647957.013014621,5005043.10673436
"2151",662877.510395239,4981855.50677098
"2152",620359.097431636,4994652.99608026
"2153",663067.176834802,4985186.68350832
"2154",680946.964671601,4983111.57937406
"2155",663691.78102893,4993382.40781234
"2156",621865.506194779,5025050.44694112
"2157",659402.63668126,4993888.08417209
"2158",637423.070227139,4984868.06658453
"2159",624754.37118704,4981561.19357321
"2160",658456.746609219,5000245.79343422
"2161",630510.116425475,5019183.96415219
"2165",684052.079411171,5136777.12611011
"2166",671207.280915326,5154077.10219818
"2167",682435.944944372,5127835.6776618
"2168",673204.503743021,5148464.91615754
"2169",672151.764429583,5169752.18504705
"2170",723751.118656825,5162884.07548344
"2171",690866.439787732,5164474.63709653
"2172",680281.730748264,5150676.80869164
"2173",738712.314777543,5175151.92833728
"2174",682461.733168523,5203827.62060438
"2175",705199.967285484,5175308.38688522
"2176",678265.681335037,5140879.34633618
"2177",725068.478781034,5186178.98665722
"2178",665827.221992134,5174240.13574857
"2179",672652.395061699,5140249.28650159
"2180",691346.124650845,5192541.82447914
"2181",731250.875602263,5201957.27165467
"2182",647687.301295389,5165386.72849074
"2183",700307.477906319,5158081.22995765
"2184",663525.733875107,5166683.25458603
"2185",715404.522076999,5188405.54578778
"2186",694279.448480044,5171754.50457647
"2187",689062.02669005,5148793.53842583
"2188",669469.179617025,5130304.71489374
"2189",671291.282910823,5126027.43718863
"2190",719004.943313355,5158553.87485142
"2191",620509.971590489,5185136.36553835
"2192",747502.824029145,5176576.89209174
"2193",674777.444783556,5129404.26486415
"2194",719591.848952423,5190363.21051277
"2195",693345.682902702,5153581.12018339
"2196",695249.463019862,5186010.88758056
"2197",707667.875046103,5168679.78205126
"2198",727069.686670838,5193623.50964634
"2199",668782.681161415,5160562.7065539
"2200",493872.790085812,5069064.3377551
"2201",608155.851816697,5054882.93094252
"2202",586985.250932573,5026057.70590932
"2203",587628.479031856,5053525.82497361
"2204",600134.086210043,5098486.15217842
"2205",573334.418690123,5027585.35391575
"2206",575420.338769428,5030195.05919765
"2207",583883.50708397,5044790.54800708
"2208",595266.791213524,5091044.46487366
"2209",620789.410284284,5040595.76318886
"2210",584546.841350987,5048279.26554207
"2211",595562.820024922,5102965.15419845
"2212",609024.664388616,5047023.92386439
"2213",569462.343562046,5049110.97615121
"2214",574573.712387787,5056255.7876635
"2215",606911.455630891,5099771.78802139
"2216",582750.529853087,5049987.08832925
"2217",595549.864733618,5017294.92919838
"2218",580561.807693204,5025078.36615024
"2219",604383.263456516,5066263.14913733
"2220",607130.078188065,5068344.26780015
"2221",595134.705180907,5070412.31936331
"2222",590257.345831019,5075850.41153566
"2223",588423.996436832,5072100.83850831
"2224",588512.272120373,5057288.18958132
"2225",617126.569566171,5044748.52899097
"2226",577752.741165163,5030048.99466829
"2227",592513.348729133,5034500.72000446
"2228",617397.848505717,5126167.82276987
"2229",586387.257123216,5014651.87198215
"2230",566881.900234579,5045783.58672438
"2231",627037.217071843,5029826.73746897
"2232",596664.584458938,5013037.92984067
"2233",607898.839701391,5058143.86527204
"2234",610842.464279963,5044358.46595976
"2235",582112.739004895,5053742.75380343
"2236",612452.882253609,5060271.14247266
"2237",617869.573483914,5047501.8976997
"2238",578799.482782383,5018083.98087384
"2239",607381.148697323,5014317.40501271
"2240",602918.750391309,5040239.88584562
"2241",571726.128171987,5033888.22746964
"2242",586659.647165028,5049475.72649801
"2243",616711.686689569,5052589.0858213
"2244",589274.353952787,5043014.46355743
"2245",578855.409972365,5044035.81600358
"2246",569770.038183609,5037538.42578898
"2247",611619.699353729,5055439.08544456
"2248",587794.30225509,5062585.4708831
"2249",620203.368658246,5051625.62624313
"2250",623282.293931844,5049323.99999443
"2251",590381.81908048,5016861.91944095
"2252",594950.703162507,5037731.43195095
"2253",593654.635109718,5057483.81948074
"2254",614880.317313112,5107988.49308557
"2255",602582.189064881,5102163.05231288
"2256",593319.569899772,5010879.34775626
"2257",606015.543348189,5048127.74925707
"2258",626307.563036146,5037374.1156895
"2259",617643.674000444,5043110.42233727
"2260",608647.16698408,5110797.75437809
"2261",586372.714144991,5059172.87082746
"2262",594361.403276201,5067097.5607987
"2263",614165.34152783,5123191.17256221
"2264",632519.140495215,5067288.37074736
"2265",586963.414504486,5039823.4213147
"2266",625313.828787785,5057196.21452362
"2267",584200.232268438,5041511.08785257
"2268",634098.45969328,5073093.61646284
"2269",578388.608748483,5036568.06419806
"2270",614337.348541448,5063176.79946316
"2271",568145.737669005,5040919.18449983
"2272",608262.579650693,5051818.22725871
"2273",623804.162846129,5068876.0433688
"2274",584543.788324742,5021045.51635854
"2275",582179.855530651,5018437.78320208
"2276",609078.342185672,5062746.01955896
"2277",607602.295970881,5124721.93154192
"2278",592811.509545763,5054319.9297033
"2279",571883.324635407,5022770.92597724
"2280",614125.290063028,5051786.459751
"2281",611038.402352786,5124091.35779987
"2282",607092.621805639,5018573.66006437
"2283",616925.019785984,5058620.21604825
"2284",587978.615351375,5067895.91443226
"2285",592771.181687283,5087053.9109322
"2286",491522.80950884,5001375.40910271
"2287",475376.229669977,5008576.32853336
"2288",470536.026505903,5011650.84711697
"2289",509339.550974049,4997093.08784113
"2290",505882.815158182,4965792.25349983
"2291",519418.292886478,5011442.71079339
"2292",474096.975397651,5010820.51037107
"2293",481547.851691092,5005072.45608994
"2294",509661.522468139,5010735.21738741
"2295",500807.879749091,4990200.95621824
"2296",539289.613705809,4999407.42593325
"2297",519465.0378445,4987210.97061812
"2298",480285.395740398,5016993.3336278
"2299",504790.585047549,4978961.51945401
"2300",466695.775063404,5020213.62354809
"2301",526035.777231752,5004728.89797787
"2302",497752.69154641,4990409.77978844
"2303",512305.056055813,4984773.59189782
"2304",530661.692299004,4997893.28054513
"2305",469887.501496825,5006019.6645863
"2306",519511.148610052,5005814.18427103
"2307",496339.290018246,4999485.79184742
"2308",488745.045391996,4994496.46787719
"2309",524771.820819616,5002793.02766224
"2310",514436.778275421,4973243.38466639
"2311",475337.124257482,4988075.75391627
"2312",485807.272386238,4993488.2591628
"2313",481594.649433083,4987410.85785165
"2314",489159.411791641,5011648.32233344
"2315",494661.660838414,5005566.34152049
"2316",528543.119603349,5005158.95543217
"2317",511863.949314794,5014168.24997362
"2318",505277.23777282,4970633.01460714
"2319",524135.882501848,4978583.77902666
"2320",482351.614325917,5020322.84449402
"2321",499726.416641526,5002336.99913323
"2322",531168.304830029,5004601.78364483
"2323",521236.92931859,5017409.94971124
"2324",465277.257135895,5007273.89273855
"2325",519394.077973663,5009543.44158878
"2326",520013.888179555,4999701.56463958
"2327",520283.034056591,4982789.76661232
"2328",483068.016625491,4996533.92157874
"2329",506444.341986722,4986976.30524884
"2330",526106.942975383,5007420.66049697
"2331",506652.517445558,5010490.10812896
"2332",522805.836123334,5010606.39429634
"2333",479375.652032057,4993523.67472695
"2334",521865.111365983,4960775.45772783
"2335",490923.792052086,4990202.58279309
"2336",502894.40819575,4993918.52117243
"2337",516270.97821224,4997128.10746139
"2338",534895.492715326,5002395.25752231
"2339",517208.332627196,4980440.32456231
"2340",507527.324842047,4983377.53026645
"2341",521731.394055533,4980517.20893533
"2342",522962.079747013,4986189.36162227
"2343",510083.862627777,4972332.28529195
"2344",540524.597101376,4995290.0009501
"2345",525246.32023136,4986367.21554775
"2346",516665.804520949,4983765.14009088
"2347",480225.312258107,5010791.78971317
"2348",474103.433911629,5014506.48949744
"2349",478182.508082833,5006130.53036154
"2350",514481.763941096,4983109.17240253
"2351",486514.214213729,5000031.60610005
"2352",463562.102052881,5015700.27849694
"2353",503741.938456215,4990937.23920227
"2354",481222.671786857,5014437.98939829
"2355",512935.805757993,5004921.25100024
"2356",518929.340942645,4984842.99108687
"2357",497298.679215127,4994548.69203208
"2358",484887.224339329,4989560.1671791
"2359",535326.29248975,4994997.9523161
"2360",513400.146624168,4991878.26908445
"2361",504425.085638646,4987757.27290059
"2362",509169.228550751,4966818.62516714
"2363",525060.110555692,4993718.60047717
"2364",512195.159252771,4995849.57872651
"2365",516253.593799501,4988148.64735914
"2366",503466.553803669,4977151.15206293
"2367",501410.666218272,4975329.44354367
"2368",469555.355820042,5016458.56700446
"2369",511789.532550137,4988366.5606936
"2370",519993.21810803,4978009.13236313
"2371",507521.641086579,4973779.66041522
"2372",506757.112306197,5015799.26428912
"2373",525642.752101755,4964585.54784591
"2374",521206.908356243,5008388.82878314
"2375",466013.893647013,5011171.72211395
"2376",527487.695288494,4984022.71334783
"2377",522462.793740441,4995594.27509248
"2378",527901.044907316,4986551.6368292
"2379",514898.845564928,5009349.83636807
"2380",483038.284191378,5002299.1838463
"2381",509206.773230603,5000606.94679551
"2382",493100.504032239,4993752.13811719
"2383",532960.168442118,5000309.48572563
"2384",514634.28328957,4987135.02454938
"2385",517964.981804173,5007866.26562868
"2386",518519.542323196,4954480.92432221
"2387",524365.433845723,4981736.07207499
"2388",472101.352030519,5009516.31584757
"2389",529241.768599484,4995417.04462869
"2390",473627.70563986,4994906.55660788
"2391",492293.575939287,4997584.66792824
"2392",478517.237965095,4998321.7554139
"2393",495981.272878237,4987877.71767964
"2394",516469.426870434,5017626.13663753
"2395",506165.889222985,4996572.98000771
"2396",526275.918346179,4996176.79804739
"2397",523983.728053511,4991390.59991048
"2398",479827.716573484,4986084.53902361
"2399",507258.110769731,4978647.20001703
"2400",475367.752477339,4991052.76055223
"2401",524966.011912069,5009338.80406403
"2402",526540.482664565,4999257.13364571
"2403",505504.272777247,5007857.21473417
"2404",522959.470006547,5013730.07923111
"2405",513409.30618398,4985453.97722092
"2406",513639.826111669,4999556.68043018
"2407",503700.013195302,5012078.54628313
"2408",488479.904742644,5006109.74276629
"2409",503165.925012497,5014995.10813498
"2410",514544.657436318,4968789.89970985
"2411",489615.386534611,4999584.32647613
"2412",474230.305534228,5000425.88808465
"2413",541071.340108925,5059283.49174537
"2414",554544.233374605,5063408.58408031
"2416",560353.141204363,5061128.95214997
"2417",567520.871090646,5033099.79585892
"2418",566262.395994958,5060998.39683654
"2419",546407.392975421,5042021.59946756
"2420",547238.265869814,5057654.81008618
"2421",547194.546099691,5069981.69205491
"2422",555172.87223519,5050304.3566973
"2423",578148.083781217,5099505.0761251
"2424",547089.310228155,5062767.00078831
"2425",568106.747873116,5092597.0891547
"2426",555559.858660842,5098352.27248625
"2427",553054.434821313,5089528.25999192
"2428",541455.244713113,5092175.39316706
"2429",541806.693016045,5083943.09623957
"2430",547684.116427063,5050095.38570933
"2431",549522.416321964,5050132.6646954
"2432",563168.924772685,5075367.63916018
"2433",575848.12032463,5060141.80110496
"2434",569162.541537936,5064596.66987168
"2435",578396.465362162,5063522.15999513
"2436",536096.112878392,5062648.44598696
"2437",548525.376123499,5066837.02687855
"2438",557978.504058516,5063680.18300871
"2439",572443.627802889,5084285.57368817
"2440",572245.865909658,5058224.20148529
"2441",583124.128113724,5095421.41760252
"2442",568257.190595456,5059356.5848925
"2443",554381.548089446,5053489.66325965
"2444",552871.185768905,5071381.43413607
"2445",558051.479945805,5074858.74198814
"2446",557565.198181901,5072393.528763
"2447",558899.080082003,5078234.84465983
"2448",538884.658197406,5057670.40847484
"2449",537993.165337702,5058339.65229846
"2452",610413.704408764,5017955.26488798
"2453",575251.697478749,5052247.26479258
"2454",605171.82872868,5055252.57779111
"2455",590222.500995128,5013153.15576904
"2456",615152.651098856,5071172.06188195
"2457",587841.700922643,5084271.45574361
"2458",592947.961520624,5076852.14553683
"2459",586980.716187371,5035048.87300091
"2460",592614.566609359,5030485.30572476
"2461",612848.673270297,5079012.26240776
"2462",581945.301477015,5028669.21607572
"2463",609558.806480898,5059584.02933177
"2464",588462.731785812,5019605.49071489
"2465",611012.623744416,5039511.07692474
"2466",580778.00118864,5039684.05115917
"2467",603821.633307797,5106369.54680024
"2468",600509.685172607,5083457.65922091
"2469",604994.117782559,5084147.51371677
"2470",604203.024378511,5058843.32892635
"2471",576684.958414491,5021877.70076794
"2472",596863.557649462,5036849.12855243
"2473",591380.754366808,5089762.52643093
"2474",602569.123118623,5044969.4822898
"2475",599154.250917409,5074120.77991093
"2476",597442.329551989,5050517.16443374
"2477",581622.623349473,5033948.86836977
"2478",607373.335014288,5091989.3357699
"2479",519057.316557297,4995716.67243997
"2480",477007.353130123,5015185.8717029
"2481",521288.95421722,5003936.58673594
"2482",529702.313865515,4992367.22353858
"2483",535919.643267068,4996719.54486902
"2484",510465.288582464,4963549.28430363
"2485",516026.289378939,4991438.92969904
"2486",525159.546911292,5016674.41350547
"2487",506949.18595568,4993729.02822264
"2488",505032.038575618,5013469.21339561
"2489",523914.947325451,4999336.55927207
"2490",501093.289491397,5011045.56818501
"2491",511605.925729412,5009755.23589576
"2492",511415.283169595,4977944.51051958
"2493",515806.413646986,4976506.58478612
"2494",494165.430012246,5010095.57077208
"2495",516679.047482426,5012640.96641835
"2496",528756.355472799,4989414.40859026
"2497",522214.303740661,4951962.66834458
"2498",470285.736049958,4997777.34344541
"2499",510135.960799226,4991999.68433432
"2500",519703.032671606,4990750.26450341
"2501",513006.016565903,4981180.93679837
"2502",519517.399843924,4993517.92326348
"2503",467459.473522773,5002527.45305641
"2504",522364.703847566,4988246.91786963
"2505",506364.858494135,5002623.03967465
"2506",516793.104228081,4993453.98140481
"2507",509618.355616943,4988845.95188353
"2508",494777.075888461,4984046.99784409
"2509",501061.059568646,5017003.05199246
"2510",484598.966349544,5023862.9070687
"2511",521864.899558398,4985646.07757547
"2512",510436.771261145,4983990.30825002
"2513",507184.313193443,4990364.06598083
"2514",732975.71837485,5006691.19503729
"2515",724634.335038379,5025435.64360104
"2516",727404.351491679,5003184.78935937
"2517",713544.131315323,5016411.79633069
"2518",730515.351227585,5010839.99770244
"2519",740245.974259604,5016975.93075603
"2520",727749.352036974,5007186.8458747
"2521",710402.732649784,5014516.44949193
"2522",710950.957593306,4998712.32701491
"2523",717794.408642333,5019429.11093324
"2524",670590.871757959,5057155.0527595
"2525",699151.782647921,5055981.42717972
"2526",642270.068326092,5162494.8901719
"2527",661370.168508853,5173209.40881277
"2528",698869.623066152,5165345.93483504
"2529",680128.108238061,5145438.82368784
"2530",664217.907711166,5163354.46240749
"2531",627814.360041374,5162736.38083193
"2532",657475.33424759,5148825.92258792
"2533",711762.958796966,5179222.78695475
"2534",669561.766441913,5126808.93109579
"2535",621163.700168963,5175597.61596029
"2536",727515.246782871,5172263.94587675
"2537",662917.185347559,5168790.82477933
"2538",632036.147454704,5152673.38790428
"2539",673393.95745529,5161637.02438953
"2540",666999.806985316,5169293.034445
"2541",738014.853447807,5185120.20398054
"2542",678329.030673689,5132443.85436741
"2543",662269.562835122,5189072.69728232
"2544",668868.942547567,5155756.40475423
"2545",653167.740042699,5167289.40897192
"2546",703632.174198831,5182429.59718699
"2547",697035.060192227,5144351.04500273
"2548",688866.972644715,5141833.64547711
"2549",677327.963219588,5136957.64936935
"2550",705877.508476943,5163197.93023022
"2551",656294.993830422,5173677.46843202
"2552",730680.051940025,5190133.15314619
"2553",656997.826481967,5167590.2800696
"2554",694450.083098542,5162974.93754013
"2555",668250.577720412,5163563.10769743
"2556",620443.128235813,5162563.81129067
"2559",675530.051072219,5195184.12528655
"2560",737142.72196886,5192702.81670447
"2561",686728.862955,5158475.07400786
"2562",664121.419738862,5179327.66773007
"2563",700806.070635826,5192172.31543749
"2564",707925.912365337,5185097.94168996
"2565",672694.559297453,5124339.84712012
"2566",752778.214889686,5178649.14619541
"2567",677960.18075147,5159066.46227254
"2568",673711.256956436,5185296.01654451
"2569",719295.191309909,5183139.17177491
"2570",717637.337294451,5170750.56040047
"2571",668017.479085118,5182851.46735686
"2572",658399.581603326,5159963.30158718
"2573",709646.057432915,5160605.31904774
"2574",682424.806132344,5175907.16581963
"2575",670749.882298771,5175353.59040946
"2576",714363.709723446,5199760.63505691
"2577",713201.918004174,5159430.51889837
"2578",643079.685705319,5176825.65989718
"2579",758092.415331097,5174317.36995289
"2580",634914.830084325,5167699.52355908
"2581",622805.722410741,5168375.38784606
"2582",618605.93224032,5155003.68090914
"2583",712091.416115242,5191881.23585551
"2584",672550.943724878,5155693.02952018
"2585",671802.794508398,5134699.28230925
"2586",664773.873984668,5157488.82273063
"2587",698144.533355369,5150027.49031965
"2588",662682.370781665,5175588.57062762
"2589",681415.633526048,5131778.55481887
"2590",610478.857735122,5168178.28658349
"2591",646257.90762621,5152543.17760027
"2592",676445.800800672,5140466.93142477
"2593",730989.539294787,5180786.17341942
"2594",696692.546475527,5202946.18291093
"2595",723814.715197234,5208055.2501372
"2596",746010.740405697,5190317.65143402
"2597",705861.133609564,5196100.9754577
"2598",696318.388588591,5180117.49634011
"2599",671990.551057909,5165571.36639527
"2600",741853.462949052,5180585.55660453
"2601",690178.442892244,5168713.48260748
"2602",684461.295723761,5198476.57398085
"2603",697711.909963123,5173393.36391039
"2604",724853.241286892,5170386.87807505
"2605",663533.626640689,5152805.94816166
"2606",658667.816100258,5068021.53746997
"2607",668733.013071511,5112098.07417245
"2608",662116.167474651,5092982.37174024
"2609",654713.57349551,5114149.82390814
"2610",647769.361579165,5087981.11713775
"2611",649307.320626271,5066068.65333985
"2612",674124.534385779,5110942.6617175
"2613",678835.803146417,5114930.66710036
"2614",665822.577388906,5091224.97079652
"2615",698101.018250283,5108138.91054072
"2616",638833.936334654,5096708.58911869
"2617",636935.914625288,5108642.41843108
"2618",622417.594601986,5073468.80402971
"2619",688430.445817534,5098583.98852199
"2620",650399.922167504,5074151.36699602
"2621",647866.291984475,5142822.45775228
"2623",633470.705697203,5111896.85249812
"2625",673728.171662743,5096359.75100437
"2626",650518.176671851,5137756.29291136
"2627",675938.432070904,5094599.40054619
"2628",663321.310450185,5087759.55046073
"2629",708092.319995982,5152128.82548361
"2630",654313.832435651,5123468.33840993
"2631",708237.978003634,5119700.72283604
"2632",715802.139613712,5150064.4340081
"2633",679603.467550902,5126722.27911973
"2635",634645.073166451,5115699.08953405
"2636",555777.354920945,5061202.4549692
"2637",565435.332686554,5079519.70260447
"2638",556392.428035494,5055174.3989697
"2639",574599.636995428,5091475.9962305
"2640",572431.126008579,5064562.54935801
"2641",568151.399213019,5054167.06410004
"2642",557553.703196621,5091668.54996425
"2643",558575.732306838,5035755.76356052
"2644",548912.555673379,5056755.57657498
"2645",568568.911419989,5071147.52172718
"2646",552950.98860046,5086822.03522429
"2647",548934.86039501,5052785.14404311
"2648",541197.006087522,5076761.0780518
"2649",583161.56560768,5074538.26782372
"2650",550005.84972117,5046184.75588857
"2651",567556.214158069,5063505.16492791
"2652",542610.844985534,5055274.18288083
"2653",542113.777374135,5061646.93228919
"2654",560375.191168597,5045522.5106212
"2655",550991.701880184,5097892.79114309
"2656",549053.927505276,5035079.66204566
"2657",554419.246029126,5090072.41939804
"2658",573275.690575605,5067665.09819177
"2659",562369.801104539,5057895.100711
"2660",555283.623873407,5043264.61097817
"2661",562807.764921527,5048527.71937321
"2662",553925.636122875,5035550.67524129
"2663",547431.959077924,5061156.65828467
"2664",558544.500790292,5066861.84970396
"2665",550251.75789565,5090979.02810575
"2666",560834.626277788,5084634.8953841
"2667",576427.311435493,5088023.32049601
"2668",562819.025469072,5079766.80125532
"2669",579684.61887941,5082152.77494192
"2670",554395.290621405,5057618.58861487
"2671",544196.310859116,5094154.67811877
"2672",545652.239616474,5053050.31042251
"2673",545535.238269901,5051451.02143222
"2674",552687.52696128,5042537.86031598
"2675",547477.505782213,5064029.49503692
"2676",541452.848618291,5066475.02080703
"2677",564884.241861569,5048223.49123135
"2678",568479.83499398,5083685.34832001
"2679",581123.291125732,5065336.46205436
"2680",557656.81824779,5060533.41794466
"2681",570792.828824172,5071738.90736972
"2682",580876.597619964,5073031.94178324
"2683",571683.054024337,5082528.19497299
"2684",550954.682886408,5088583.98353397
"2685",553806.040498136,5094980.96051816
"2686",552093.815916314,5091341.19738134
"2687",550001.245652493,5048004.79990776
"2688",568846.98785291,5078868.17220183
"2689",552493.016749994,5065405.456626
"2690",545082.091361654,5061106.26442434
"2691",538909.37697481,5064241.38846762
"2692",544417.799732167,5046648.70351314
"2693",561749.800059112,5065219.5846631
"2694",579321.712008931,5059595.68136065
"2695",565803.822213278,5083050.58399292
"2696",544372.329997543,5060008.75425481
"2697",567537.339488483,5035559.08180645
"2698",555367.972210767,5064024.35164935
"2699",573057.660026044,5071290.66294409
"2700",580927.822419136,5068736.80138243
"2701",586691.079268608,5079393.04001099
"2702",558687.611912321,5041300.16119715
"2703",559056.531157889,5089149.59587749
"2704",542388.720306905,5069581.79599774
"2705",539837.615234558,5075882.7460855
"2706",577026.303065968,5084162.11178901
"2707",550148.271096054,5080974.90236349
"2708",562574.647670649,5059495.27613862
"2709",551409.868656776,5076485.53270882
"2710",547900.912660986,5094240.2123491
"2711",575461.19664164,5058342.1187408
"2712",559611.713587781,5062470.86176438
"2713",590750.34742599,5097433.15311695
"2714",548942.955685969,5069206.76585357
"2715",558242.556116701,5070294.9274006
"2716",557080.505861126,5057904.89050721
"2717",556963.823108046,5081628.169172
"2718",579641.725339589,5070652.00324518
"2719",580805.109041306,5080378.81748665
"2720",550773.98959977,5066564.16437812
"2721",539523.136206947,5061600.67287265
"2722",578741.217473384,5074904.18767599
"2723",571399.368848371,5068326.8735809
"2724",552113.282935624,5047781.69301823
"2725",550683.505553293,5054749.56657483
"2726",545160.331310677,5068799.62996375
"2727",539271.492017697,5056011.16464047
"2728",544745.568634953,5083248.9743669
"2729",581403.332021527,5061623.70510207
"2730",566123.513511363,5052073.63441033
"2731",720112.389723414,5000785.26017702
"2732",731809.254697706,5046687.66897139
"2733",731723.60270705,5016979.18473706
"2734",734522.011372156,5019605.02061727
"2735",728148.007212895,5037925.89038347
"2736",728481.531753366,5042944.95152876
"2737",715060.110575841,5042222.91903768
"2738",729991.302422639,5050444.01776235
"2739",720872.978759675,5048532.44353439
"2740",734174.143614537,5011979.90339239
"2741",706027.12580529,5007816.68393857
"2742",710466.668789445,5056830.58289386
"2743",725173.333881883,5017098.68071899
"2744",695232.300174062,5006374.75576796
"2745",728565.954111451,5021064.07692007
